Image,Template,Preview Image,QRCode Detection,QRcode Decoding,Result1,Result2,Result3,Result4,Result5,Expected Brand,Real Brand,Expected xoffset in mm,Expected yoffset in mm,Top offset in inches,Right offset in inches,Bottom offset in inches,Left offset in inches,Expected print width in mm,Expected print height in mm,Real print width in mm,Real print height in mm,Expected Garment Color,Standart RGB value,Real Garment Color (RGB),Expected Garment Size,Real Garment Size (Unisex),Real Garment Length (inches),Real Garment Width (inches),Design Rotation,Collar Front,Garment Color (score),Design Match (score),Color Match (score),Screenshot
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2875032_32906071__008_002_003_G10_D_2__134699_1649_1653.jpg,"https://res.cloudinary.com/teepublic/image/private/s--CzZzgQw6--/t_Trim/c_scale,h_1841,w_1484/c_lpad,g_north_west,h_1943,w_1514,x_15,y_102/c_lpad,g_north,h_1943,w_1762/dn_150,e_saturation:25,f_png,q_90/v1661777705/production/designs/34523372_0.png",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2875032_32906071__008_002_003_G10_D_2__134699_1649_1653.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2875032_32906071__008_002_003_G10_D_2__134699_1649_1653.jpg,2875032_32906071__008_002_003_G10_D_2__134699_1649_1653,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2875032_32906071__008_002_003_G10_D_2__134699_1649_1653.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2875032_32906071__008_002_003_G10_D_2__134699_1649_1653.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2875032_32906071__008_002_003_G10_D_2__134699_1649_1653.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2875032_32906071__008_002_003_G10_D_2__134699_1649_1653.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2875032_32906071__008_002_003_G10_D_2__134699_1649_1653.jpg,Bella Canvas,BELLA-CANVAS.(from carelabel),7.1437,5.1429,2.169,5.699,7.925,5.969,245.39,304.49,243.01,291.32,White,"220,219,224","228,223,219",L (Unisex) (Unisex),L,29.593,21.818,-3.48,TRUE,0.88,0.88,0.8,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2875032_32906071__008_002_003_G10_D_2__134699_1649_1653.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2870C40_32897454__022_028_004_G12_A_1__134699_1539_1571.jpg,"https://res.cloudinary.com/teepublic/image/private/s--4YM-vAj7--/t_Trim/c_scale,h_2550,w_1905/c_lpad,g_north_west,h_2550,w_1907,x_1,y_0/c_lpad,g_north,h_2550,w_1950/dn_150,e_saturation:25,f_png,q_90/v1708099810/production/designs/57661618_0.png",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2870C40_32897454__022_028_004_G12_A_1__134699_1539_1571.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2870C40_32897454__022_028_004_G12_A_1__134699_1539_1571.jpg,2870C40_32897454__022_028_004_G12_A_1__134699_1539_1571,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2870C40_32897454__022_028_004_G12_A_1__134699_1539_1571.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2870C40_32897454__022_028_004_G12_A_1__134699_1539_1571.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2870C40_32897454__022_028_004_G12_A_1__134699_1539_1571.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2870C40_32897454__022_028_004_G12_A_1__134699_1539_1571.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2870C40_32897454__022_028_004_G12_A_1__134699_1539_1571.jpg,Bella Canvas,VAS(from carelabel),36.816,30,1.384,5.328,8.255,4.831,322.44,431.67,308.73,422.9,Natural,"222,214,201","222,209,190",XL (Unisex) (Unisex),XXL,31.988,23.071,-2.91,TRUE,0.91,0.95,0.88,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2870C40_32897454__022_028_004_G12_A_1__134699_1539_1571.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/28732B5_32901923__002_029_003_F2_F_3_19E_134685_322_365.jpg,https://asset-service.out.customink.com/assets/PO73057969-front_monster.png?name=PO73057969-front_monster.png&category=production_ready_artwork&order_id=73057969,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/28732B5_32901923__002_029_003_F2_F_3_19E_134685_322_365.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/28732B5_32901923__002_029_003_F2_F_3_19E_134685_322_365.jpg,28732B5_32901923__002_029_003_F2_F_3_19E_134685_322_365,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/28732B5_32901923__002_029_003_F2_F_3_19E_134685_322_365.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/28732B5_32901923__002_029_003_F2_F_3_19E_134685_322_365.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/28732B5_32901923__002_029_003_F2_F_3_19E_134685_322_365.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/28732B5_32901923__002_029_003_F2_F_3_19E_134685_322_365.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/28732B5_32901923__002_029_003_F2_F_3_19E_134685_322_365.jpg,Gildan,Gildan(from QRcode),52.9587,42.7,1.557,5.403,12.276,4.122,290.15,240.37,292.46,260.48,Tropical Blue,"0,147,159","37,130,158",L (Mens) (Unisex),L,29.981,21.73,-9.22,TRUE,0.85,0.8,0.74,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/28732B5_32901923__002_029_003_F2_F_3_19E_134685_322_365.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2873AC0_32902978__014_002_004_A16_F_5__134699_352_362.jpg,"https://res.cloudinary.com/teepublic/image/private/s--QYnWzxJy--/t_Trim/c_scale,h_1929,w_1238/c_lpad,g_north_west,h_1929,w_1950,x_356,y_0/c_lpad,g_north,h_1929,w_1950/dn_150,e_saturation:25,f_png,q_90/v1701992349/production/designs/54318930_0.png",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2873AC0_32902978__014_002_004_A16_F_5__134699_352_362.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2873AC0_32902978__014_002_004_A16_F_5__134699_352_362.jpg,2873AC0_32902978__014_002_004_A16_F_5__134699_352_362,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2873AC0_32902978__014_002_004_A16_F_5__134699_352_362.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2873AC0_32902978__014_002_004_A16_F_5__134699_352_362.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2873AC0_32902978__014_002_004_A16_F_5__134699_352_362.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2873AC0_32902978__014_002_004_A16_F_5__134699_352_362.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2873AC0_32902978__014_002_004_A16_F_5__134699_352_362.jpg,Gildan,Gildan(from QRcode),93.2936,30,1.848,7.201,12.235,7.116,209.48,326.5,214.19,313.91,White,"229,229,229","237,226,220",XL (Mens) (Unisex),XXXL,32.678,23.268,1.43,TRUE,0.91,0.92,0.75,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2873AC0_32902978__014_002_004_A16_F_5__134699_352_362.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2874189_32903939__022_002_003_B14_A_1__134698_353_377.jpg,https://images.printify.com/print/661729eabe6e9882d808be41/18542/front/6909247098066dd285a10a69cc53fdfb.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2874189_32903939__022_002_003_B14_A_1__134698_353_377.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2874189_32903939__022_002_003_B14_A_1__134698_353_377.jpg,2874189_32903939__022_002_003_B14_A_1__134698_353_377,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2874189_32903939__022_002_003_B14_A_1__134698_353_377.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2874189_32903939__022_002_003_B14_A_1__134698_353_377.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2874189_32903939__022_002_003_B14_A_1__134698_353_377.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2874189_32903939__022_002_003_B14_A_1__134698_353_377.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2874189_32903939__022_002_003_B14_A_1__134698_353_377.jpg,Bella Canvas,CANVAS(from carelabel),61.5101,38.89,2.231,6.437,13.566,4.914,273.14,236.05,227.9,253.07,White,"245,245,245","236,230,228",L (Unisex) (Unisex),XXL,31.692,20.881,-47.93,TRUE,0.95,0.45,0.43,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2874189_32903939__022_002_003_B14_A_1__134698_353_377.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/286E5EC_32892284__022_002_002_H9_A_1__134640_597_620.jpg,"https://res.cloudinary.com/teepublic/image/private/s--afj2dr_G--/t_Trim/c_scale,h_1304,w_1584/c_lpad,g_north_west,h_1336,w_1650,x_33,y_32/c_lpad,g_north,h_1336,w_1650/dn_150,e_saturation:25,f_png,q_90/v1711385055/production/designs/58776489_0.png",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/286E5EC_32892284__022_002_002_H9_A_1__134640_597_620.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/286E5EC_32892284__022_002_002_H9_A_1__134640_597_620.jpg,286E5EC_32892284__022_002_002_H9_A_1__134640_597_620,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/286E5EC_32892284__022_002_002_H9_A_1__134640_597_620.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/286E5EC_32892284__022_002_002_H9_A_1__134640_597_620.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/286E5EC_32892284__022_002_002_H9_A_1__134640_597_620.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/286E5EC_32892284__022_002_002_H9_A_1__134640_597_620.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/286E5EC_32892284__022_002_002_H9_A_1__134640_597_620.jpg,Bella Canvas,Bella Canvas(from QRcode),14.8474,20.4191,0.683,3.478,12.154,3.831,268.08,220.66,280.06,247.12,White,"220,220,222","234,223,222",M (Unisex) (Unisex),M,27.148,19.003,-51.58,TRUE,0.8,0.42,0.44,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/286E5EC_32892284__022_002_002_H9_A_1__134640_597_620.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2875650_32907003__101_004_003_B8_C_2__134711_214_224.jpg,https://images.printify.com/print/65c568108abdaeb8f300639b/100248/front/5212787bad85fad3c389fa3a89d011e3.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2875650_32907003__101_004_003_B8_C_2__134711_214_224.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2875650_32907003__101_004_003_B8_C_2__134711_214_224.jpg,2875650_32907003__101_004_003_B8_C_2__134711_214_224,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2875650_32907003__101_004_003_B8_C_2__134711_214_224.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2875650_32907003__101_004_003_B8_C_2__134711_214_224.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2875650_32907003__101_004_003_B8_C_2__134711_214_224.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2875650_32907003__101_004_003_B8_C_2__134711_214_224.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2875650_32907003__101_004_003_B8_C_2__134711_214_224.jpg,Next Level Apparel,EVEL(from carelabel),70.3154,47.1027,1.961,5.508,21.372,5.168,255.52,58.5,251.79,65.93,Black,"37,38,40","14,32,29",L (Unisex) (Unisex),XL,30.966,21.197,-11.55,TRUE,1,0.89,0.69,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2875650_32907003__101_004_003_B8_C_2__134711_214_224.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2869A31_32879990__001_023_005_C9_B_1__134598_559_565.jpg,"https://img.cloudimgs.net/rx/4500x5400,ofmt_png,c_2/s2/img/p/263394255/374f7cb0744708681a8e821744541ad12c0e6422.png?nocache=14",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2869A31_32879990__001_023_005_C9_B_1__134598_559_565.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2869A31_32879990__001_023_005_C9_B_1__134598_559_565.jpg,2869A31_32879990__001_023_005_C9_B_1__134598_559_565,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2869A31_32879990__001_023_005_C9_B_1__134598_559_565.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2869A31_32879990__001_023_005_C9_B_1__134598_559_565.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2869A31_32879990__001_023_005_C9_B_1__134598_559_565.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2869A31_32879990__001_023_005_C9_B_1__134598_559_565.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2869A31_32879990__001_023_005_C9_B_1__134598_559_565.jpg,Gildan,Gildan(from QRcode),31.7073,49.1347,2.123,6.679,9.377,5.693,332.66,401.91,321.89,392.84,Charcoal,"106,111,114","89,83,84",2X (Unisex) (Unisex),XXXL,32.807,25.816,0.16,TRUE,0.92,0.96,0.72,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2869A31_32879990__001_023_005_C9_B_1__134598_559_565.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2871909_32899169__014_002_002_D16_E_4__134699_822_869.jpg,"https://res.cloudinary.com/teepublic/image/private/s--vD2J_64_--/t_Trim/c_scale,h_752,w_1650/c_lpad,g_north_west,h_752,w_1650,x_0,y_0/c_lpad,g_north,h_752,w_1650/dn_150,e_saturation:25,f_png,q_90/v1702001744/production/designs/54323644_0.png",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2871909_32899169__014_002_002_D16_E_4__134699_822_869.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2871909_32899169__014_002_002_D16_E_4__134699_822_869.jpg,2871909_32899169__014_002_002_D16_E_4__134699_822_869,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2871909_32899169__014_002_002_D16_E_4__134699_822_869.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2871909_32899169__014_002_002_D16_E_4__134699_822_869.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2871909_32899169__014_002_002_D16_E_4__134699_822_869.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2871909_32899169__014_002_002_D16_E_4__134699_822_869.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2871909_32899169__014_002_002_D16_E_4__134699_822_869.jpg,Gildan,Gildan(from QRcode),58.4079,30,1.489,4.257,18.659,3.68,279.25,127.18,281.72,128.27,White,"229,229,229","229,228,221",M (Mens) (Unisex),L,29.64,19.713,-1.75,TRUE,0.96,0.93,0.7,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2871909_32899169__014_002_002_D16_E_4__134699_822_869.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/28731F2_32901830__002_023_005_G1_A_2__134699_1371_1385.jpg,"https://res.cloudinary.com/teepublic/image/private/s--qAE55HzQ--/t_Trim/c_scale,h_1481,w_2100/c_lpad,g_north_west,h_1481,w_2100,x_0,y_0/c_lpad,g_north,h_1481,w_2100/dn_150,e_saturation:25,f_png,q_90/v1705296071/production/designs/56554504_0.png",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/28731F2_32901830__002_023_005_G1_A_2__134699_1371_1385.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/28731F2_32901830__002_023_005_G1_A_2__134699_1371_1385.jpg,28731F2_32901830__002_023_005_G1_A_2__134699_1371_1385,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/28731F2_32901830__002_023_005_G1_A_2__134699_1371_1385.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/28731F2_32901830__002_023_005_G1_A_2__134699_1371_1385.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/28731F2_32901830__002_023_005_G1_A_2__134699_1371_1385.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/28731F2_32901830__002_023_005_G1_A_2__134699_1371_1385.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/28731F2_32901830__002_023_005_G1_A_2__134699_1371_1385.jpg,Gildan,GILDAN(from carelabel),20.3893,30,2.01,5.713,15.439,4.634,355.29,250.47,345.27,247.68,Charcoal,"52,47,51","79,75,80",2X (Mens) (Unisex),XXXL,32.548,24.786,-1.97,TRUE,0.94,0.84,0.71,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/28731F2_32901830__002_023_005_G1_A_2__134699_1371_1385.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2874130_32903877__001_002_004_D3_A_1__134698_452_492.jpg,https://images.printify.com/print/65ecf0930759feab3e01ca7a/12103/front/7fe7186bfb451cad77b5d376c0700cb0.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2874130_32903877__001_002_004_D3_A_1__134698_452_492.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2874130_32903877__001_002_004_D3_A_1__134698_452_492.jpg,2874130_32903877__001_002_004_D3_A_1__134698_452_492,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2874130_32903877__001_002_004_D3_A_1__134698_452_492.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2874130_32903877__001_002_004_D3_A_1__134698_452_492.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2874130_32903877__001_002_004_D3_A_1__134698_452_492.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2874130_32903877__001_002_004_D3_A_1__134698_452_492.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2874130_32903877__001_002_004_D3_A_1__134698_452_492.jpg,Gildan,GILDAN(from carelabel),108.1615,50.066,2.594,8.32,11.034,8.07,179.58,335.53,184.22,307.74,White,"241,241,241","232,230,224",XL (Unisex) (Unisex),XXXL,32.154,24.084,1.02,TRUE,0.99,0.92,0.85,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2874130_32903877__001_002_004_D3_A_1__134698_452_492.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872090_32900175__022_002_004_H10_A_1__134698_1356_1372.jpg,https://images.printify.com/print/6616fbf36d6016e39902e1d7/18543/front/a7009e5c8be7e26cf12511fda6098482.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872090_32900175__022_002_004_H10_A_1__134698_1356_1372.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872090_32900175__022_002_004_H10_A_1__134698_1356_1372.jpg,2872090_32900175__022_002_004_H10_A_1__134698_1356_1372,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872090_32900175__022_002_004_H10_A_1__134698_1356_1372.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872090_32900175__022_002_004_H10_A_1__134698_1356_1372.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872090_32900175__022_002_004_H10_A_1__134698_1356_1372.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872090_32900175__022_002_004_H10_A_1__134698_1356_1372.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872090_32900175__022_002_004_H10_A_1__134698_1356_1372.jpg,Bella Canvas,Bella Canvas(from QRcode),52.3237,52.352,2.136,5.931,7.914,4.852,291.51,406.4,277.42,391.63,White,"245,245,245","216,214,211",XL (Unisex) (Unisex),XXL,31.69,22.381,-2.85,TRUE,0.86,0.87,0.67,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872090_32900175__022_002_004_H10_A_1__134698_1356_1372.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872EA1_32901365__020_004_005_E8_B_5_19E_134678_132_135.jpg,https://asset-service.out.customink.com/assets/PO72875752-front_monster.png?name=PO72875752-front_monster.png&category=production_ready_artwork&order_id=72875752,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872EA1_32901365__020_004_005_E8_B_5_19E_134678_132_135.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872EA1_32901365__020_004_005_E8_B_5_19E_134678_132_135.jpg,2872EA1_32901365__020_004_005_E8_B_5_19E_134678_132_135,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872EA1_32901365__020_004_005_E8_B_5_19E_134678_132_135.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872EA1_32901365__020_004_005_E8_B_5_19E_134678_132_135.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872EA1_32901365__020_004_005_E8_B_5_19E_134678_132_135.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872EA1_32901365__020_004_005_E8_B_5_19E_134678_132_135.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872EA1_32901365__020_004_005_E8_B_5_19E_134678_132_135.jpg,Gildan,GILDAN(from carelabel),256.5825,30,3.107,7.62,21.499,14.349,86.02,69.77,80.87,67.62,Black,"34,30,29","20,30,33",2X (Mens) (Unisex),XXXL,32.612,25.349,-3.73,TRUE,1,0.87,0.76,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872EA1_32901365__020_004_005_E8_B_5_19E_134678_132_135.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872430_32900626__022_004_003_D7_A_1__134699_537_602.jpg,"https://res.cloudinary.com/teepublic/image/private/s--Z2l14Zrb--/t_Trim/c_scale,h_2400,w_1603/c_lpad,g_north_west,h_2400,w_1795,x_96,y_0/c_lpad,g_north,h_2400,w_1800/dn_150,e_saturation:25,f_png,q_90/v1695318645/production/designs/50881871_0.png",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872430_32900626__022_004_003_D7_A_1__134699_537_602.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872430_32900626__022_004_003_D7_A_1__134699_537_602.jpg,2872430_32900626__022_004_003_D7_A_1__134699_537_602,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872430_32900626__022_004_003_D7_A_1__134699_537_602.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872430_32900626__022_004_003_D7_A_1__134699_537_602.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872430_32900626__022_004_003_D7_A_1__134699_537_602.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872430_32900626__022_004_003_D7_A_1__134699_537_602.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872430_32900626__022_004_003_D7_A_1__134699_537_602.jpg,Bella Canvas,Bella Canvas(from QRcode),62.3876,30,1.309,5.037,9.01,4.542,271.3,406.27,266.65,387.08,Black,"28,28,28","31,33,31",L (Unisex) (Unisex),XXL,31.741,20.722,0.72,TRUE,0.87,0.83,0.72,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872430_32900626__022_004_003_D7_A_1__134699_537_602.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/28701EA_32896011__003_001_003_A15_B_1__134650_275_275.jpg,https://images.printify.com/print/61b0f3db4bb5fc61f201f7d6/17393/front/3a0ede38cff20448dc820f02214a1e71.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/28701EA_32896011__003_001_003_A15_B_1__134650_275_275.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/28701EA_32896011__003_001_003_A15_B_1__134650_275_275.jpg,28701EA_32896011__003_001_003_A15_B_1__134650_275_275,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/28701EA_32896011__003_001_003_A15_B_1__134650_275_275.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/28701EA_32896011__003_001_003_A15_B_1__134650_275_275.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/28701EA_32896011__003_001_003_A15_B_1__134650_275_275.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/28701EA_32896011__003_001_003_A15_B_1__134650_275_275.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/28701EA_32896011__003_001_003_A15_B_1__134650_275_275.jpg,Next Level Apparel,Next Level Apparel(from QRcode),57.1074,46.764,1.708,4.663,13.369,4.404,281.86,235.88,259.22,223.84,Heather Grey,"168,165,174","162,160,162",L (Mens) (Unisex),M,28.858,19.896,1.54,TRUE,0.98,0.92,0.65,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/28701EA_32896011__003_001_003_A15_B_1__134650_275_275.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2869D51_32880496__022_004_004_D16_A_1__134692_128_135.jpg,https://s3.amazonaws.com/prod.assets.sellerwix.com/617de748-6d38-44a5-b47e-59ae588964cc/designs/9f4c9c0e-be48-4285-bbe3-754e50cf3ce5.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2869D51_32880496__022_004_004_D16_A_1__134692_128_135.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2869D51_32880496__022_004_004_D16_A_1__134692_128_135.jpg,2869D51_32880496__022_004_004_D16_A_1__134692_128_135,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2869D51_32880496__022_004_004_D16_A_1__134692_128_135.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2869D51_32880496__022_004_004_D16_A_1__134692_128_135.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2869D51_32880496__022_004_004_D16_A_1__134692_128_135.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2869D51_32880496__022_004_004_D16_A_1__134692_128_135.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2869D51_32880496__022_004_004_D16_A_1__134692_128_135.jpg,Bella Canvas,Bella Canvas(from QRcode),281.5595,50.32,2.73,3.38,20.907,15.555,90.34,98.64,88.42,94.85,Black,"40,37,34","21,32,29",XL (Unisex) (Unisex),XXXL,32.595,22.623,0.07,TRUE,1,0.95,0.72,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2869D51_32880496__022_004_004_D16_A_1__134692_128_135.png
